size,node_id
0.062930403975,1
0.1168316348,2
0.14918991201,3
0.079086825677,4
0.17163234472,5
0.0050698719183,6
0.019924898037,7
-0.028334566343,8
-0.056278095191,9
-0.00011597994044,10
0.12467378613,11
-0.059003316254,12
-0.16088983763,13
0.079833523845,14
0.061934606986,15
0.073808063485,16
0.095568438037,17
0.13495458304,18
-0.072027141106,19
0.063509617768,20
-0.02463037817,21
0.098970821432,22
-0.016453486004,23
-3.9712823231e-05,24
0.062184005187,25
-0.056057514246,26
0.15540602311,27
0.0097729137307,28
-0.12661480007,29
-0.04584910558,30
0.024469114806,31
-0.11802267081,32
0.00085862735,33
0.00090839354818,34
-0.003459063553,35
-0.015568689279,36
0.00057477229908,37
0.0018815134561,38
