n1,n2,weight,weight_abs
1,2,-0.023331267042,0.023331267042
1,3,-0.022455253564,0.022455253564
1,4,0.16654981991,0.16654981991
1,5,0.005529686014,0.005529686014
1,6,-0.083629387408,0.083629387408
1,7,-0.048728558897,0.048728558897
1,8,0.12141780113,0.12141780113
1,9,0.1369562544,0.1369562544
1,10,0.12915386329,0.12915386329
1,11,0.013264787805,0.013264787805
1,12,-0.052962387864,0.052962387864
1,13,0.022336285163,0.022336285163
1,14,0.13465671735,0.13465671735
1,15,0.16387811363,0.16387811363
1,16,0.017541282396,0.017541282396
1,17,0.19904073418,0.19904073418
1,18,0.06644478294,0.06644478294
1,19,0.048750140171,0.048750140171
1,20,-0.0085680134724,0.0085680134724
1,21,-0.015016665835,0.015016665835
1,22,0.090442891752,0.090442891752
1,23,0.084145468088,0.084145468088
1,24,0.019278809027,0.019278809027
1,25,0.19771954196,0.19771954196
1,26,-0.10605319546,0.10605319546
1,27,0.15012670908,0.15012670908
1,28,0.054753575138,0.054753575138
1,29,-0.10820344139,0.10820344139
1,30,-0.01197481293,0.01197481293
1,31,-0.15332105478,0.15332105478
1,32,-0.15446018705,0.15446018705
1,33,-0.047613073406,0.047613073406
1,34,-0.047690169421,0.047690169421
1,35,-0.058387797563,0.058387797563
1,36,-0.034197760336,0.034197760336
1,37,-0.057989388569,0.057989388569
1,38,-0.080324060574,0.080324060574
2,3,0.0052738592902,0.0052738592902
2,4,0.077629106445,0.077629106445
2,5,0.13393626312,0.13393626312
2,6,0.1919513397,0.1919513397
2,7,-0.0012552161698,0.0012552161698
2,8,-0.067114725202,0.067114725202
2,9,-0.015614052571,0.015614052571
2,10,-0.049055117785,0.049055117785
2,11,0.12761208222,0.12761208222
2,12,-0.15200554102,0.15200554102
2,13,-0.17215091446,0.17215091446
2,14,-0.060609377903,0.060609377903
2,15,0.039421280947,0.039421280947
2,16,0.085157216695,0.085157216695
2,17,0.027213396331,0.027213396331
2,18,0.17375631486,0.17375631486
2,19,-0.020249069648,0.020249069648
2,20,0.037969503397,0.037969503397
2,21,-0.041760679976,0.041760679976
2,22,0.089666013319,0.089666013319
2,23,0.080770389334,0.080770389334
2,24,-0.011051646397,0.011051646397
2,25,-0.079390744474,0.079390744474
2,26,0.016789448847,0.016789448847
2,27,0.16778070555,0.16778070555
2,28,-0.17452537127,0.17452537127
2,29,-0.099460302075,0.099460302075
2,30,-0.01450477327,0.01450477327
2,31,0.15013777268,0.15013777268
2,32,0.044258202825,0.044258202825
2,33,-0.14894103581,0.14894103581
2,34,-0.10980281785,0.10980281785
2,35,-0.10650678183,0.10650678183
2,36,-0.10682726759,0.10682726759
2,37,-0.11536420041,0.11536420041
2,38,-0.10994679863,0.10994679863
3,4,-0.013786398701,0.013786398701
3,5,0.33883991449,0.33883991449
3,6,0.0076233926451,0.0076233926451
3,7,0.088205978179,0.088205978179
3,8,0.068331987014,0.068331987014
3,9,0.047181606253,0.047181606253
3,10,-0.026893047294,0.026893047294
3,11,0.14569489495,0.14569489495
3,12,-0.18597252713,0.18597252713
3,13,-0.1013708936,0.1013708936
3,14,0.015023813715,0.015023813715
3,15,0.033217078907,0.033217078907
3,16,0.1762593869,0.1762593869
3,17,0.062254977878,0.062254977878
3,18,0.18618566055,0.18618566055
3,19,0.031767494674,0.031767494674
3,20,0.18149527598,0.18149527598
3,21,-0.023317327409,0.023317327409
3,22,0.25183739055,0.25183739055
3,23,-0.057098189555,0.057098189555
3,24,-0.050119514669,0.050119514669
3,25,0.065958897108,0.065958897108
3,26,-0.037566629029,0.037566629029
3,27,0.064182681618,0.064182681618
3,28,0.068383259355,0.068383259355
3,29,-0.16724513858,0.16724513858
3,30,-0.061036564585,0.061036564585
3,31,0.012574840136,0.012574840136
3,32,-0.022399597532,0.022399597532
3,33,-0.118976094,0.118976094
3,34,-0.11241822517,0.11241822517
3,35,-0.11364701264,0.11364701264
3,36,-0.12452076646,0.12452076646
3,37,-0.11689682039,0.11689682039
3,38,0.0049449602346,0.0049449602346
4,5,0.20540593189,0.20540593189
4,6,0.0099864756151,0.0099864756151
4,7,-0.06641244043,0.06641244043
4,8,0.15042464303,0.15042464303
4,9,0.12810622188,0.12810622188
4,10,0.18622128368,0.18622128368
4,11,0.089210616809,0.089210616809
4,12,-0.018946660372,0.018946660372
4,13,-0.028548148342,0.028548148342
4,14,0.10464312061,0.10464312061
4,15,0.14077328926,0.14077328926
4,16,-0.040548206247,0.040548206247
4,17,0.11043481682,0.11043481682
4,18,-0.0050496431901,0.0050496431901
4,19,0.030146905661,0.030146905661
4,20,-0.12779531645,0.12779531645
4,21,-0.020200391258,0.020200391258
4,22,0.040804149117,0.040804149117
4,23,-0.034316755369,0.034316755369
4,24,-0.041912471556,0.041912471556
4,25,0.1694896054,0.1694896054
4,26,-0.035799305311,0.035799305311
4,27,0.062434639006,0.062434639006
4,28,0.024419136636,0.024419136636
4,29,-0.072110032482,0.072110032482
4,30,0.077459248813,0.077459248813
4,31,-0.030038300201,0.030038300201
4,32,-0.14471312983,0.14471312983
4,33,-0.080633804405,0.080633804405
4,34,-0.081232723456,0.081232723456
4,35,-0.093759094992,0.093759094992
4,36,-0.089354468006,0.089354468006
4,37,-0.080910132751,0.080910132751
4,38,-0.091007627038,0.091007627038
5,6,0.11788824391,0.11788824391
5,7,-0.04273598965,0.04273598965
5,8,0.050541449361,0.050541449361
5,9,-0.0084591587187,0.0084591587187
5,10,0.0071272154025,0.0071272154025
5,11,0.15993002965,0.15993002965
5,12,-0.14803543499,0.14803543499
5,13,-0.041951555504,0.041951555504
5,14,-0.012272123367,0.012272123367
5,15,-0.054012871802,0.054012871802
5,16,0.085587446164,0.085587446164
5,17,0.0048409317884,0.0048409317884
5,18,0.14754921989,0.14754921989
5,19,-0.12760219862,0.12760219862
5,20,0.026450488615,0.026450488615
5,21,-0.11752608913,0.11752608913
5,22,0.15428496248,0.15428496248
5,23,0.020045223764,0.020045223764
5,24,-0.11623210595,0.11623210595
5,25,-0.012119311579,0.012119311579
5,26,-0.10072347752,0.10072347752
5,27,0.11148096057,0.11148096057
5,28,-0.0025444834129,0.0025444834129
5,29,-0.11809911808,0.11809911808
5,30,-0.19622075501,0.19622075501
5,31,-0.0086483556784,0.0086483556784
5,32,0.038909649141,0.038909649141
5,33,-0.11400680269,0.11400680269
5,34,-0.11643997392,0.11643997392
5,35,-0.10783572255,0.10783572255
5,36,-0.12235424529,0.12235424529
5,37,-0.1143009962,0.1143009962
5,38,0.11948416258,0.11948416258
6,7,-0.050691120147,0.050691120147
6,8,-0.033789084418,0.033789084418
6,9,0.031844132532,0.031844132532
6,10,-0.0080823060928,0.0080823060928
6,11,0.077556218277,0.077556218277
6,12,-0.078239950115,0.078239950115
6,13,-0.086978928658,0.086978928658
6,14,-0.016453296244,0.016453296244
6,15,-0.01377864993,0.01377864993
6,16,0.10880640414,0.10880640414
6,17,-0.0089969962459,0.0089969962459
6,18,0.082991635309,0.082991635309
6,19,0.0021296802941,0.0021296802941
6,20,-0.016619786482,0.016619786482
6,21,0.0451664944,0.0451664944
6,22,0.04378881372,0.04378881372
6,23,0.05273318546,0.05273318546
6,24,0.0001165375528,0.0001165375528
6,25,-0.02243089142,0.02243089142
6,26,0.039846273257,0.039846273257
6,27,0.088717449601,0.088717449601
6,28,-0.014139124981,0.014139124981
6,29,-0.1489172086,0.1489172086
6,30,0.031129038766,0.031129038766
6,31,0.070227527256,0.070227527256
6,32,0.05118492471,0.05118492471
6,33,-0.028946561486,0.028946561486
6,34,-0.027436223208,0.027436223208
6,35,-0.033637448809,0.033637448809
6,36,-0.034346646525,0.034346646525
6,37,-0.027296823996,0.027296823996
6,38,-0.027619929964,0.027619929964
7,8,0.13001822486,0.13001822486
7,9,0.068487311565,0.068487311565
7,10,0.039272146776,0.039272146776
7,11,0.075174384858,0.075174384858
7,12,-0.015013363675,0.015013363675
7,13,-0.066505528476,0.066505528476
7,14,-0.002941581004,0.002941581004
7,15,-0.045442910518,0.045442910518
