entry_id,config_id,config_prob,entry_prob
173,941766,8.746968553876217e-8,0.0014834698935926698
173,417478,9.43542781322608e-9,0.00016002313267589108
173,679622,5.37275726247438e-9,9.112098203359911e-5
173,155334,5.205037047375216e-10,8.827647781349149e-6
173,937670,8.392573653376536e-6,0.14233651656408278
173,413382,1.2019051058173977e-6,0.020384091110574414
173,675526,3.259925569312167e-7,0.005528774234914188
173,151238,4.192810913300841e-8,0.0007110930742573931
173,940742,4.6230159583648085e-12,7.840550642877856e-8
173,416454,7.557266187032711e-13,1.2816985447330497e-8
173,678598,1.6816245540040015e-12,2.8520045348575513e-8
173,154310,2.468828606018798e-13,4.187088231666546e-9
173,936646,1.2965798789750096e-7,0.0021989757974436564
173,412358,2.8139060435806343e-8,0.00047723332641918257
173,674502,2.9824680057033456e-8,0.0005058211273783089
173,150214,5.813111885877447e-9,9.858931603181954e-5
173,941254,2.7887944976646273e-7,0.004729744540888987
173,416966,1.0781639197461035e-8,0.0001828546319161538
173,679110,4.171748551607057e-9,7.075209361768416e-5
173,154822,1.4484682470750283e-10,2.456575696054756e-6
173,937158,9.537265980144744e-6,0.16175028938980832
173,412870,4.89511798222314e-7,0.008302030706391506
173,675014,9.021907580859542e-8,0.001530099050493283
173,150726,4.158725131668038e-9,7.053121879377058e-5
173,940230,3.366315091894441e-9,5.709208922397499e-5
173,415942,1.9722335447855607e-10,3.344872076310809e-6
173,678086,2.9820874003716333e-10,5.057565774090872e-6
173,153798,1.5690851740365073e-11,2.6611398015535995e-7
173,936134,3.365103566278382e-5,0.5707154197076756
173,411846,2.6174174868971746e-6,0.04439092260202829
173,673990,1.8851109100097798e-6,0.03197113678707943
173,149702,1.3168431397866271e-7,0.002233341917745678
174,937686,5.756427946945723e-6,1.0
176,1003479,8.04724641974022e-5,0.1464769329836196
176,479191,0.00023858656801270008,0.43427809850411214
176,741335,6.274838264545528e-5,0.1142153497007686
176,217047,0.00016707974351587267,0.3041205291521926
176,987095,6.888547747167085e-8,0.00012538616243204712
176,462807,2.0423545958723542e-7,0.0003717518038649048
176,724951,6.179029042749064e-8,0.00011247141889160786
176,200663,1.6453044957953604e-7,0.00029948027411846667
182,937671,0.0006337292737622855,0.7950827154565798
182,413383,0.0001633315369464012,0.20491728454342029
190,1044467,1.6397325196797126e-5,0.16672405903511123
190,1011699,9.868768480555083e-7,0.010034326446592017
190,1043955,3.5992142845445647e-7,0.0036595945232191637
190,1011187,9.524503844024492e-8,0.0009684286443751562
190,1044435,3.7789117177330156e-5,0.38423065515518173
190,1011667,8.765629025264196e-7,0.008912680779018118
190,1043923,8.294833795005576e-7,0.008433987511542892
190,1011155,8.459968301936502e-8,0.0008601892306696087
190,1044465,5.959725093668677e-7,0.006059705143518986
190,1011697,2.2320508366976722e-7,0.0022694956098061724
190,1043953,1.3075386931732371e-8,0.00013294738968395184
190,1011185,2.1531640039460057e-8,0.00021892853754970377
