Entry ID,Date,NGA,World Region
284,-500,Basin of Mexico,North America
284,-400,Basin of Mexico,North America
284,-300,Basin of Mexico,North America
284,-200,Basin of Mexico,North America
284,-100,Basin of Mexico,North America
284,-0,Basin of Mexico,North America
284,100,Basin of Mexico,North America
284,200,Basin of Mexico,North America
284,300,Basin of Mexico,North America
284,400,Basin of Mexico,North America
284,500,Basin of Mexico,North America
284,600,Basin of Mexico,North America
284,700,Basin of Mexico,North America
284,800,Basin of Mexico,North America
284,900,Basin of Mexico,North America
284,1000,Basin of Mexico,North America
284,1100,Basin of Mexico,North America
284,1200,Basin of Mexico,North America
284,1300,Basin of Mexico,North America
284,1400,Basin of Mexico,North America
284,1500,Basin of Mexico,North America
284,1600,Basin of Mexico,North America
284,1700,Basin of Mexico,North America
284,1800,Basin of Mexico,North America
284,1900,Basin of Mexico,North America
284,2000,Basin of Mexico,North America
299,-1200,Middle Yellow River Valley,East Asia
299,-1100,Middle Yellow River Valley,East Asia
299,-1000,Middle Yellow River Valley,East Asia
300,-1200,Galilee,Southwest Asia
300,-1100,Galilee,Southwest Asia
300,-1000,Galilee,Southwest Asia
300,-900,Galilee,Southwest Asia
300,-800,Galilee,Southwest Asia
300,-700,Galilee,Southwest Asia
300,-600,Galilee,Southwest Asia
300,-500,Galilee,Southwest Asia
308,-900,Southern Mesopotamia,Southwest Asia
308,-800,Southern Mesopotamia,Southwest Asia
308,-700,Southern Mesopotamia,Southwest Asia
308,-600,Southern Mesopotamia,Southwest Asia
308,-500,Southern Mesopotamia,Southwest Asia
287,100,Latium,Europe
287,100,Paris Basin,Europe
287,100,Crete,Europe
287,100,Upper Egypt,Africa
287,100,Galilee,Southwest Asia
287,100,Konya Plain,Southwest Asia
287,200,Latium,Europe
287,200,Paris Basin,Europe
287,200,Crete,Europe
287,200,Upper Egypt,Africa
287,200,Galilee,Southwest Asia
287,200,Konya Plain,Southwest Asia
287,300,Latium,Europe
287,300,Paris Basin,Europe
287,300,Crete,Europe
287,300,Upper Egypt,Africa
287,300,Galilee,Southwest Asia
287,300,Konya Plain,Southwest Asia
287,400,Latium,Europe
287,400,Paris Basin,Europe
287,400,Crete,Europe
287,400,Upper Egypt,Africa
287,400,Galilee,Southwest Asia
287,400,Konya Plain,Southwest Asia
310,1300,Basin of Mexico,North America
310,1400,Basin of Mexico,North America
310,1500,Basin of Mexico,North America
325,-100,North Colombia,South America
337,1300,Cuzco,South America
337,1400,Cuzco,South America
337,1500,Cuzco,South America
338,1800,Niger Inland Delta,Africa
338,1900,Niger Inland Delta,Africa
342,0,Latium,Europe
342,0,Galilee,Southwest Asia
342,0,Konya Plain,Southwest Asia
342,100,Latium,Europe
342,100,Galilee,Southwest Asia
342,100,Konya Plain,Southwest Asia
348,-1600,North Colombia,South America
348,-1500,North Colombia,South America
348,-1400,North Colombia,South America
348,-1300,North Colombia,South America
355,0,Latium,Europe
355,0,Galilee,Southwest Asia
355,0,Konya Plain,Southwest Asia
354,-300,Southern Mesopotamia,Southwest Asia
354,-200,Southern Mesopotamia,Southwest Asia
354,-100,Southern Mesopotamia,Southwest Asia
358,1500,Upper Egypt,Africa
358,1600,Upper Egypt,Africa
358,1700,Upper Egypt,Africa
361,-500,Crete,Europe
361,-400,Crete,Europe
361,-300,Crete,Europe
364,1800,Garo Hills,South Asia
364,1900,Garo Hills,South Asia
364,2000,Garo Hills,South Asia
374,800,Kachi Plain,South Asia
374,800,Middle Ganga,South Asia
374,800,Deccan,South Asia
374,800,Garo Hills,South Asia
374,900,Kachi Plain,South Asia
374,900,Middle Ganga,South Asia
374,900,Deccan,South Asia
374,900,Garo Hills,South Asia
374,1000,Kachi Plain,South Asia
374,1000,Middle Ganga,South Asia
374,1000,Deccan,South Asia
374,1000,Garo Hills,South Asia
374,1100,Kachi Plain,South Asia
374,1100,Middle Ganga,South Asia
374,1100,Deccan,South Asia
374,1100,Garo Hills,South Asia
374,1200,Kachi Plain,South Asia
374,1200,Middle Ganga,South Asia
374,1200,Deccan,South Asia
374,1200,Garo Hills,South Asia
374,1300,Kachi Plain,South Asia
374,1300,Middle Ganga,South Asia
374,1300,Deccan,South Asia
374,1300,Garo Hills,South Asia
374,1400,Kachi Plain,South Asia
374,1400,Middle Ganga,South Asia
374,1400,Deccan,South Asia
374,1400,Garo Hills,South Asia
374,1500,Kachi Plain,South Asia
374,1500,Middle Ganga,South Asia
374,1500,Deccan,South Asia
374,1500,Garo Hills,South Asia
374,1600,Kachi Plain,South Asia
374,1600,Middle Ganga,South Asia
374,1600,Deccan,South Asia
374,1600,Garo Hills,South Asia
378,1800,Crete,Europe
378,1900,Crete,Europe
378,2000,Crete,Europe
381,1400,Kachi Plain,South Asia
381,1500,Kachi Plain,South Asia
381,1600,Kachi Plain,South Asia
383,1200,Crete,Europe
383,1300,Crete,Europe
383,1400,Crete,Europe
383,1500,Crete,Europe
383,1600,Crete,Europe
383,1700,Crete,Europe
386,1800,Chuuk Islands,Oceania-Australia
387,1800,Upper Egypt,Africa
387,1800,Kachi Plain,South Asia
387,1900,Upper Egypt,Africa
387,1900,Kachi Plain,South Asia
387,2000,Upper Egypt,Africa
387,2000,Kachi Plain,South Asia
389,1800,Upper Egypt,Africa
389,1900,Upper Egypt,Africa
390,1600,Crete,Europe
390,1700,Crete,Europe
390,1800,Crete,Europe
390,1900,Crete,Europe
390,2000,Crete,Europe
395,1900,Middle Ganga,South Asia
395,1900,Deccan,South Asia
395,2000,Middle Ganga,South Asia
395,2000,Deccan,South Asia
400,1900,Kapuasi Basin,Southeast Asia
400,2000,Kapuasi Basin,Southeast Asia
392,1600,Kachi Plain,South Asia
392,1700,Kachi Plain,South Asia
406,100,Middle Yellow River Valley,East Asia
406,200,Middle Yellow River Valley,East Asia
406,300,Middle Yellow River Valley,East Asia
406,400,Middle Yellow River Valley,East Asia
406,500,Middle Yellow River Valley,East Asia
406,600,Middle Yellow River Valley,East Asia
406,700,Middle Yellow River Valley,East Asia
406,800,Middle Yellow River Valley,East Asia
406,900,Middle Yellow River Valley,East Asia
406,1000,Middle Yellow River Valley,East Asia
406,1100,Middle Yellow River Valley,East Asia
406,1200,Middle Yellow River Valley,East Asia
406,1300,Middle Yellow River Valley,East Asia
406,1400,Middle Yellow River Valley,East Asia
406,1500,Middle Yellow River Valley,East Asia
406,1600,Middle Yellow River Valley,East Asia
406,1700,Middle Yellow River Valley,East Asia
406,1800,Middle Yellow River Valley,East Asia
406,1900,Middle Yellow River Valley,East Asia
406,2000,Middle Yellow River Valley,East Asia
415,1900,Middle Ganga,South Asia
415,1900,Deccan,South Asia
415,2000,Middle Ganga,South Asia
415,2000,Deccan,South Asia
416,1800,Sogdiana,Central Eurasia
416,1800,Lena River Valley,Central Eurasia
416,1900,Sogdiana,Central Eurasia
416,1900,Lena River Valley,Central Eurasia
418,1900,Oro PNG,Oceania-Australia
419,1900,Crete,Europe
419,2000,Crete,Europe
420,1800,Kachi Plain,South Asia
420,1800,Big Island Hawaii,Oceania-Australia
420,1900,Kachi Plain,South Asia
420,1900,Big Island Hawaii,Oceania-Australia
420,2000,Kachi Plain,South Asia
420,2000,Big Island Hawaii,Oceania-Australia
422,-500,Upper Egypt,Africa
422,-400,Upper Egypt,Africa
422,-300,Upper Egypt,Africa
422,-200,Upper Egypt,Africa
422,-100,Upper Egypt,Africa
422,-0,Upper Egypt,Africa
422,-1500,Upper Egypt,Africa
422,-1400,Upper Egypt,Africa
422,-1300,Upper Egypt,Africa
422,-1200,Upper Egypt,Africa
422,-1100,Upper Egypt,Africa
422,-1000,Upper Egypt,Africa
422,-900,Upper Egypt,Africa
422,-800,Upper Egypt,Africa
422,-700,Upper Egypt,Africa
422,-600,Upper Egypt,Africa
422,100,Upper Egypt,Africa
422,200,Upper Egypt,Africa
422,300,Upper Egypt,Africa
424,-500,Upper Egypt,Africa
424,-500,Southern Mesopotamia,Southwest Asia
424,-500,Susiana,Southwest Asia
424,-500,Galilee,Southwest Asia
424,-500,Konya Plain,Southwest Asia
424,-500,Kachi Plain,South Asia
424,-500,Sogdiana,Central Eurasia
424,-400,Upper Egypt,Africa
424,-400,Southern Mesopotamia,Southwest Asia
424,-400,Susiana,Southwest Asia
424,-400,Galilee,Southwest Asia
424,-400,Konya Plain,Southwest Asia
424,-400,Kachi Plain,South Asia
424,-400,Sogdiana,Central Eurasia
424,-300,Upper Egypt,Africa
424,-300,Southern Mesopotamia,Southwest Asia
424,-300,Susiana,Southwest Asia
424,-300,Galilee,Southwest Asia
424,-300,Konya Plain,Southwest Asia
424,-300,Kachi Plain,South Asia
424,-300,Sogdiana,Central Eurasia
430,1800,Latium,Europe
430,1900,Latium,Europe
432,1800,Cuzco,South America
432,1900,Cuzco,South America
435,1200,Southern Mesopotamia,Southwest Asia
435,1200,Susiana,Southwest Asia
435,1200,Konya Plain,Southwest Asia
435,1200,Kachi Plain,South Asia
435,1200,Middle Yellow River Valley,East Asia
435,1200,Southern China Hills,East Asia
435,1200,Sogdiana,Central Eurasia
435,1200,Orkhon Valley,Central Eurasia
435,1300,Southern Mesopotamia,Southwest Asia
435,1300,Susiana,Southwest Asia
435,1300,Konya Plain,Southwest Asia
435,1300,Kachi Plain,South Asia
435,1300,Middle Yellow River Valley,East Asia
435,1300,Southern China Hills,East Asia
435,1300,Sogdiana,Central Eurasia
435,1300,Orkhon Valley,Central Eurasia
436,500,Cuzco,South America
436,600,Cuzco,South America
436,700,Cuzco,South America
436,800,Cuzco,South America
436,900,Cuzco,South America
436,1000,Cuzco,South America
436,1100,Cuzco,South America
436,1200,Cuzco,South America
436,1300,Cuzco,South America
436,1400,Cuzco,South America
436,1500,Cuzco,South America
436,1600,Cuzco,South America
436,1700,Cuzco,South America
436,1800,Cuzco,South America
436,1900,Cuzco,South America
436,2000,Cuzco,South America
437,1500,Cuzco,South America
437,1600,Cuzco,South America
437,1700,Cuzco,South America
438,1800,Cuzco,South America
438,1900,Cuzco,South America
439,800,Middle Ganga,South Asia
439,800,Deccan,South Asia
439,800,Garo Hills,South Asia
439,900,Middle Ganga,South Asia
439,900,Deccan,South Asia
439,900,Garo Hills,South Asia
439,1000,Middle Ganga,South Asia
439,1000,Deccan,South Asia
439,1000,Garo Hills,South Asia
439,1100,Middle Ganga,South Asia
439,1100,Deccan,South Asia
439,1100,Garo Hills,South Asia
439,1200,Middle Ganga,South Asia
439,1200,Deccan,South Asia
439,1200,Garo Hills,South Asia
439,1300,Middle Ganga,South Asia
439,1300,Deccan,South Asia
439,1300,Garo Hills,South Asia
439,1400,Middle Ganga,South Asia
439,1400,Deccan,South Asia
439,1400,Garo Hills,South Asia
439,1500,Middle Ganga,South Asia
439,1500,Deccan,South Asia
439,1500,Garo Hills,South Asia
440,900,Crete,Europe
440,1000,Crete,Europe
440,1100,Crete,Europe
440,1200,Crete,Europe
441,1600,Middle Ganga,South Asia
441,1700,Middle Ganga,South Asia
441,1800,Middle Ganga,South Asia
441,1900,Middle Ganga,South Asia
441,2000,Middle Ganga,South Asia
442,300,Upper Egypt,Africa
442,400,Upper Egypt,Africa
443,1600,Orkhon Valley,Central Eurasia
443,1700,Orkhon Valley,Central Eurasia
443,1800,Orkhon Valley,Central Eurasia
443,1900,Orkhon Valley,Central Eurasia
443,2000,Orkhon Valley,Central Eurasia
444,1900,Oro PNG,Oceania-Australia
444,2000,Oro PNG,Oceania-Australia
446,1500,Cuzco,South America
446,1600,Cuzco,South America
446,1700,Cuzco,South America
447,1800,Cuzco,South America
447,1900,Cuzco,South America
448,1700,Cuzco,South America
448,1800,Cuzco,South America
448,1900,Cuzco,South America
450,1500,Cuzco,South America
450,1600,Cuzco,South America
450,1700,Cuzco,South America
450,1800,Cuzco,South America
450,1900,Cuzco,South America
450,2000,Cuzco,South America
451,1400,Cuzco,South America
451,1500,Cuzco,South America
451,1600,Cuzco,South America
451,1700,Cuzco,South America
451,1800,Cuzco,South America
451,1900,Cuzco,South America
453,1900,North Colombia,South America
453,2000,North Colombia,South America
455,1200,Cambodian Basin,Southeast Asia
455,1300,Cambodian Basin,Southeast Asia
455,1400,Cambodian Basin,Southeast Asia
455,1500,Cambodian Basin,Southeast Asia
456,-100,Galilee,Southwest Asia
456,-0,Galilee,Southwest Asia
457,2000,Ghanaian Coast,Africa
458,1800,Oro PNG,Oceania-Australia
458,1900,Oro PNG,Oceania-Australia
458,2000,Oro PNG,Oceania-Australia
459,-1100,Oro PNG,Oceania-Australia
459,-1000,Oro PNG,Oceania-Australia
459,-900,Oro PNG,Oceania-Australia
459,-800,Oro PNG,Oceania-Australia
459,-700,Oro PNG,Oceania-Australia
459,-600,Oro PNG,Oceania-Australia
459,-500,Oro PNG,Oceania-Australia
459,-400,Oro PNG,Oceania-Australia
459,-300,Oro PNG,Oceania-Australia
459,-200,Oro PNG,Oceania-Australia
459,-100,Oro PNG,Oceania-Australia
459,-0,Oro PNG,Oceania-Australia
459,100,Oro PNG,Oceania-Australia
459,200,Oro PNG,Oceania-Australia
459,300,Oro PNG,Oceania-Australia
459,400,Oro PNG,Oceania-Australia
459,500,Oro PNG,Oceania-Australia
459,600,Oro PNG,Oceania-Australia
459,700,Oro PNG,Oceania-Australia
459,800,Oro PNG,Oceania-Australia
459,900,Oro PNG,Oceania-Australia
459,1000,Oro PNG,Oceania-Australia
459,1100,Oro PNG,Oceania-Australia
459,1200,Oro PNG,Oceania-Australia
459,1300,Oro PNG,Oceania-Australia
459,1400,Oro PNG,Oceania-Australia
459,1500,Oro PNG,Oceania-Australia
459,1600,Oro PNG,Oceania-Australia
459,1700,Oro PNG,Oceania-Australia
459,1800,Oro PNG,Oceania-Australia
459,1900,Oro PNG,Oceania-Australia
459,2000,Oro PNG,Oceania-Australia
460,1900,Lowland Andes,South America
460,2000,Lowland Andes,South America
461,1500,Niger Inland Delta,Africa
461,1600,Niger Inland Delta,Africa
461,1700,Niger Inland Delta,Africa
461,1800,Niger Inland Delta,Africa
461,1900,Niger Inland Delta,Africa
464,1700,North Colombia,South America
464,1800,North Colombia,South America
464,1900,North Colombia,South America
463,1700,Lowland Andes,South America
463,1800,Lowland Andes,South America
463,1900,Lowland Andes,South America
462,1500,Lowland Andes,South America
462,1600,Lowland Andes,South America
462,1700,Lowland Andes,South America
462,1800,Lowland Andes,South America
462,1900,Lowland Andes,South America
465,2000,Crete,Europe
468,1800,Upper Egypt,Africa
468,1900,Upper Egypt,Africa
468,2000,Upper Egypt,Africa
469,1900,Kansai,East Asia
469,2000,Kansai,East Asia
470,-800,Upper Egypt,Africa
470,-700,Upper Egypt,Africa
470,-600,Upper Egypt,Africa
470,-500,Upper Egypt,Africa
471,2000,Niger Inland Delta,Africa
476,1000,Cambodian Basin,Southeast Asia
476,1100,Cambodian Basin,Southeast Asia
476,1200,Cambodian Basin,Southeast Asia
476,1300,Cambodian Basin,Southeast Asia
476,1400,Cambodian Basin,Southeast Asia
476,1500,Cambodian Basin,Southeast Asia
476,1600,Cambodian Basin,Southeast Asia
476,1700,Cambodian Basin,Southeast Asia
476,1800,Cambodian Basin,Southeast Asia
476,1900,Cambodian Basin,Southeast Asia
476,2000,Cambodian Basin,Southeast Asia
477,1800,Niger Inland Delta,Africa
478,-400,Kachi Plain,South Asia
478,-400,Middle Ganga,South Asia
478,-400,Deccan,South Asia
478,-400,Garo Hills,South Asia
478,-300,Kachi Plain,South Asia
478,-300,Middle Ganga,South Asia
478,-300,Deccan,South Asia
478,-300,Garo Hills,South Asia
478,-200,Kachi Plain,South Asia
478,-200,Middle Ganga,South Asia
478,-200,Deccan,South Asia
478,-200,Garo Hills,South Asia
478,-100,Kachi Plain,South Asia
478,-100,Middle Ganga,South Asia
478,-100,Deccan,South Asia
478,-100,Garo Hills,South Asia
478,-0,Kachi Plain,South Asia
478,-0,Middle Ganga,South Asia
478,-0,Deccan,South Asia
478,-0,Garo Hills,South Asia
479,-2900,Southern Mesopotamia,Southwest Asia
479,-2800,Southern Mesopotamia,Southwest Asia
479,-2700,Southern Mesopotamia,Southwest Asia
479,-2600,Southern Mesopotamia,Southwest Asia
479,-2500,Southern Mesopotamia,Southwest Asia
479,-2400,Southern Mesopotamia,Southwest Asia
479,-2300,Southern Mesopotamia,Southwest Asia
472,1100,Garo Hills,South Asia
472,1200,Garo Hills,South Asia
472,1300,Garo Hills,South Asia
472,1400,Garo Hills,South Asia
472,1500,Garo Hills,South Asia
472,1600,Garo Hills,South Asia
472,1700,Garo Hills,South Asia
472,1800,Garo Hills,South Asia
472,1900,Garo Hills,South Asia
472,2000,Garo Hills,South Asia
483,2000,Niger Inland Delta,Africa
484,2000,Niger Inland Delta,Africa
485,500,Iceland,Europe
485,600,Iceland,Europe
485,700,Iceland,Europe
485,800,Iceland,Europe
485,900,Iceland,Europe
485,1000,Iceland,Europe
485,1100,Iceland,Europe
485,1200,Iceland,Europe
485,1300,Iceland,Europe
485,1400,Iceland,Europe
485,1500,Iceland,Europe
486,1800,Finger Lakes,North America
486,1900,Finger Lakes,North America
486,2000,Finger Lakes,North America
482,1700,Niger Inland Delta,Africa
482,1800,Niger Inland Delta,Africa
482,1900,Niger Inland Delta,Africa
482,2000,Niger Inland Delta,Africa
481,1700,Kachi Plain,South Asia
481,1800,Kachi Plain,South Asia
481,1900,Kachi Plain,South Asia
481,2000,Kachi Plain,South Asia
487,1500,Valley of Oaxaca,North America
487,1600,Valley of Oaxaca,North America
487,1700,Valley of Oaxaca,North America
487,1800,Valley of Oaxaca,North America
487,1900,Valley of Oaxaca,North America
487,2000,Valley of Oaxaca,North America
489,1700,Niger Inland Delta,Africa
489,1800,Niger Inland Delta,Africa
489,1900,Niger Inland Delta,Africa
489,2000,Niger Inland Delta,Africa
488,1700,North Colombia,South America
488,1800,North Colombia,South America
488,1900,North Colombia,South America
488,2000,North Colombia,South America
490,1200,Latium,Europe
490,1300,Latium,Europe
492,-800,Latium,Europe
492,-800,Paris Basin,Europe
492,-800,Crete,Europe
492,-800,Upper Egypt,Africa
492,-800,Southern Mesopotamia,Southwest Asia
492,-800,Galilee,Southwest Asia
492,-800,Konya Plain,Southwest Asia
492,-700,Latium,Europe
492,-700,Paris Basin,Europe
492,-700,Crete,Europe
492,-700,Upper Egypt,Africa
492,-700,Southern Mesopotamia,Southwest Asia
492,-700,Galilee,Southwest Asia
492,-700,Konya Plain,Southwest Asia
492,-600,Latium,Europe
492,-600,Paris Basin,Europe
492,-600,Crete,Europe
492,-600,Upper Egypt,Africa
492,-600,Southern Mesopotamia,Southwest Asia
492,-600,Galilee,Southwest Asia
492,-600,Konya Plain,Southwest Asia
492,-500,Latium,Europe
492,-500,Paris Basin,Europe
492,-500,Crete,Europe
492,-500,Upper Egypt,Africa
492,-500,Southern Mesopotamia,Southwest Asia
492,-500,Galilee,Southwest Asia
492,-500,Konya Plain,Southwest Asia
492,-400,Latium,Europe
492,-400,Paris Basin,Europe
492,-400,Crete,Europe
492,-400,Upper Egypt,Africa
492,-400,Southern Mesopotamia,Southwest Asia
492,-400,Galilee,Southwest Asia
492,-400,Konya Plain,Southwest Asia
492,-300,Latium,Europe
492,-300,Paris Basin,Europe
492,-300,Crete,Europe
492,-300,Upper Egypt,Africa
492,-300,Southern Mesopotamia,Southwest Asia
492,-300,Galilee,Southwest Asia
492,-300,Konya Plain,Southwest Asia
492,-200,Latium,Europe
492,-200,Paris Basin,Europe
492,-200,Crete,Europe
492,-200,Upper Egypt,Africa
492,-200,Southern Mesopotamia,Southwest Asia
492,-200,Galilee,Southwest Asia
492,-200,Konya Plain,Southwest Asia
492,-100,Latium,Europe
492,-100,Paris Basin,Europe
492,-100,Crete,Europe
492,-100,Upper Egypt,Africa
492,-100,Southern Mesopotamia,Southwest Asia
492,-100,Galilee,Southwest Asia
492,-100,Konya Plain,Southwest Asia
492,-0,Latium,Europe
492,-0,Paris Basin,Europe
492,-0,Crete,Europe
492,-0,Upper Egypt,Africa
492,-0,Southern Mesopotamia,Southwest Asia
492,-0,Galilee,Southwest Asia
492,-0,Konya Plain,Southwest Asia
492,100,Latium,Europe
492,100,Paris Basin,Europe
492,100,Crete,Europe
492,100,Upper Egypt,Africa
492,100,Southern Mesopotamia,Southwest Asia
492,100,Galilee,Southwest Asia
492,100,Konya Plain,Southwest Asia
492,200,Latium,Europe
492,200,Paris Basin,Europe
492,200,Crete,Europe
492,200,Upper Egypt,Africa
492,200,Southern Mesopotamia,Southwest Asia
492,200,Galilee,Southwest Asia
492,200,Konya Plain,Southwest Asia
492,300,Latium,Europe
492,300,Paris Basin,Europe
492,300,Crete,Europe
492,300,Upper Egypt,Africa
492,300,Southern Mesopotamia,Southwest Asia
492,300,Galilee,Southwest Asia
492,300,Konya Plain,Southwest Asia
493,1800,Crete,Europe
493,1900,Crete,Europe
493,2000,Crete,Europe
494,1800,Valley of Oaxaca,North America
494,1900,Valley of Oaxaca,North America
495,1400,North Colombia,South America
495,1500,North Colombia,South America
495,1600,North Colombia,South America
495,1700,North Colombia,South America
495,1800,North Colombia,South America
495,1900,North Colombia,South America
495,2000,North Colombia,South America
497,1800,North Colombia,South America
497,1900,North Colombia,South America
496,1700,Iceland,Europe
496,1800,Iceland,Europe
496,1900,Iceland,Europe
496,2000,Iceland,Europe
498,1700,Basin of Mexico,North America
498,1800,Basin of Mexico,North America
498,1900,Basin of Mexico,North America
498,2000,Basin of Mexico,North America
491,1500,Iceland,Europe
491,1500,Crete,Europe
491,1500,Ghanaian Coast,Africa
491,1500,Yemeni Coastal Plain,Southwest Asia
491,1500,Central Java,Southeast Asia
491,1500,Kapuasi Basin,Southeast Asia
491,1500,Kansai,East Asia
491,1500,Big Island Hawaii,Oceania-Australia
491,1500,Oro PNG,Oceania-Australia
491,1600,Iceland,Europe
491,1600,Crete,Europe
491,1600,Ghanaian Coast,Africa
491,1600,Yemeni Coastal Plain,Southwest Asia
491,1600,Central Java,Southeast Asia
491,1600,Kapuasi Basin,Southeast Asia
491,1600,Kansai,East Asia
491,1600,Big Island Hawaii,Oceania-Australia
491,1600,Oro PNG,Oceania-Australia
491,1700,Iceland,Europe
491,1700,Crete,Europe
491,1700,Ghanaian Coast,Africa
491,1700,Yemeni Coastal Plain,Southwest Asia
491,1700,Central Java,Southeast Asia
491,1700,Kapuasi Basin,Southeast Asia
491,1700,Kansai,East Asia
491,1700,Big Island Hawaii,Oceania-Australia
491,1700,Oro PNG,Oceania-Australia
491,1800,Iceland,Europe
491,1800,Crete,Europe
491,1800,Ghanaian Coast,Africa
491,1800,Yemeni Coastal Plain,Southwest Asia
491,1800,Central Java,Southeast Asia
491,1800,Kapuasi Basin,Southeast Asia
491,1800,Kansai,East Asia
491,1800,Big Island Hawaii,Oceania-Australia
491,1800,Oro PNG,Oceania-Australia
491,1900,Iceland,Europe
491,1900,Crete,Europe
491,1900,Ghanaian Coast,Africa
491,1900,Yemeni Coastal Plain,Southwest Asia
491,1900,Central Java,Southeast Asia
491,1900,Kapuasi Basin,Southeast Asia
491,1900,Kansai,East Asia
491,1900,Big Island Hawaii,Oceania-Australia
491,1900,Oro PNG,Oceania-Australia
491,2000,Iceland,Europe
491,2000,Crete,Europe
491,2000,Ghanaian Coast,Africa
491,2000,Yemeni Coastal Plain,Southwest Asia
491,2000,Central Java,Southeast Asia
491,2000,Kapuasi Basin,Southeast Asia
491,2000,Kansai,East Asia
491,2000,Big Island Hawaii,Oceania-Australia
491,2000,Oro PNG,Oceania-Australia
499,1700,Cahokia,North America
499,1800,Cahokia,North America
499,1900,Cahokia,North America
499,2000,Cahokia,North America
500,700,Cahokia,North America
500,800,Cahokia,North America
500,900,Cahokia,North America
500,1000,Cahokia,North America
500,1100,Cahokia,North America
500,1200,Cahokia,North America
500,1300,Cahokia,North America
500,1400,Cahokia,North America
500,1500,Cahokia,North America
500,1600,Cahokia,North America
500,1700,Cahokia,North America
500,1800,Cahokia,North America
500,1900,Cahokia,North America
500,2000,Cahokia,North America
501,1800,Basin of Mexico,North America
501,1900,Basin of Mexico,North America
501,2000,Basin of Mexico,North America
509,1700,Cahokia,North America
509,1800,Cahokia,North America
509,1900,Cahokia,North America
510,1800,Cahokia,North America
510,1900,Cahokia,North America
510,2000,Cahokia,North America
511,1700,Cahokia,North America
511,1800,Cahokia,North America
511,1900,Cahokia,North America
511,2000,Cahokia,North America
512,1700,Cahokia,North America
512,1800,Cahokia,North America
512,1900,Cahokia,North America
520,1600,Cambodian Basin,Southeast Asia
520,1700,Cambodian Basin,Southeast Asia
520,1800,Cambodian Basin,Southeast Asia
520,1900,Cambodian Basin,Southeast Asia
520,2000,Cambodian Basin,Southeast Asia
503,1700,Cahokia,North America
503,1800,Cahokia,North America
503,1900,Cahokia,North America
503,2000,Cahokia,North America
502,1700,Cahokia,North America
502,1800,Cahokia,North America
502,1900,Cahokia,North America
502,2000,Cahokia,North America
513,1700,Cahokia,North America
513,1800,Cahokia,North America
513,1900,Cahokia,North America
514,1800,Cahokia,North America
514,1900,Cahokia,North America
514,2000,Cahokia,North America
515,1700,Cahokia,North America
515,1800,Cahokia,North America
515,1900,Cahokia,North America
515,2000,Cahokia,North America
516,1700,Niger Inland Delta,Africa
516,1800,Niger Inland Delta,Africa
516,1900,Niger Inland Delta,Africa
516,2000,Niger Inland Delta,Africa
517,1700,Niger Inland Delta,Africa
517,1800,Niger Inland Delta,Africa
517,1900,Niger Inland Delta,Africa
517,2000,Niger Inland Delta,Africa
518,1800,Niger Inland Delta,Africa
518,1900,Niger Inland Delta,Africa
518,2000,Niger Inland Delta,Africa
519,1600,Finger Lakes,North America
519,1700,Finger Lakes,North America
519,1800,Finger Lakes,North America
519,1900,Finger Lakes,North America
519,2000,Finger Lakes,North America
522,1500,Finger Lakes,North America
522,1600,Finger Lakes,North America
522,1700,Finger Lakes,North America
522,1800,Finger Lakes,North America
522,1900,Finger Lakes,North America
522,2000,Finger Lakes,North America
524,1600,Niger Inland Delta,Africa
524,1700,Niger Inland Delta,Africa
524,1800,Niger Inland Delta,Africa
524,1900,Niger Inland Delta,Africa
525,1900,Big Island Hawaii,Oceania-Australia
525,2000,Big Island Hawaii,Oceania-Australia
526,1900,Paris Basin,Europe
526,2000,Paris Basin,Europe
534,-0,Latium,Europe
534,-0,Paris Basin,Europe
534,-0,Crete,Europe
534,-0,Upper Egypt,Africa
534,-0,Galilee,Southwest Asia
534,-0,Konya Plain,Southwest Asia
534,100,Latium,Europe
534,100,Paris Basin,Europe
534,100,Crete,Europe
534,100,Upper Egypt,Africa
534,100,Galilee,Southwest Asia
534,100,Konya Plain,Southwest Asia
534,200,Latium,Europe
534,200,Paris Basin,Europe
534,200,Crete,Europe
534,200,Upper Egypt,Africa
534,200,Galilee,Southwest Asia
534,200,Konya Plain,Southwest Asia
534,300,Latium,Europe
534,300,Paris Basin,Europe
534,300,Crete,Europe
534,300,Upper Egypt,Africa
534,300,Galilee,Southwest Asia
534,300,Konya Plain,Southwest Asia
534,400,Latium,Europe
534,400,Paris Basin,Europe
534,400,Crete,Europe
534,400,Upper Egypt,Africa
534,400,Galilee,Southwest Asia
534,400,Konya Plain,Southwest Asia
534,500,Latium,Europe
534,500,Paris Basin,Europe
534,500,Crete,Europe
534,500,Upper Egypt,Africa
534,500,Galilee,Southwest Asia
534,500,Konya Plain,Southwest Asia
535,200,Kachi Plain,South Asia
535,200,Middle Ganga,South Asia
535,200,Deccan,South Asia
535,200,Garo Hills,South Asia
535,200,Kachi Plain,South Asia
535,200,Middle Ganga,South Asia
535,200,Deccan,South Asia
535,200,Garo Hills,South Asia
535,200,Cambodian Basin,Southeast Asia
535,200,Central Java,Southeast Asia
535,300,Kachi Plain,South Asia
535,300,Middle Ganga,South Asia
535,300,Deccan,South Asia
535,300,Garo Hills,South Asia
535,300,Kachi Plain,South Asia
535,300,Middle Ganga,South Asia
535,300,Deccan,South Asia
