Entry ID,Q4658,Q4659,Q4668,Q4681,Q4685,Q4730,Q4740,Q4745,Q4758,Q4762,Q4780,Q4792,Q4809,Q4828,Q4955,Q4964,Q4969,Q4978,Q4979,Q4991,Q4995,Q5002,Q5021,Q5024,Q5032,Q5046,Q5077,Q5078,Q5121,Q5122,Q5129,Q5130,Q5143,Q5148,Q5150,Q5152,Q5154,Q5161,weight,World Region,Date
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,100
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,200
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,300
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,400
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,500
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,600
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,700
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,800
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,900
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,1000
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,1100
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.5,North America,1200
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.3333333333333333,North America,1300
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.3333333333333333,North America,1400
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.3333333333333333,North America,1500
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.25,North America,1600
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.1111111111111111,North America,1700
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.04,North America,1800
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.0285714285714285,North America,1900
284,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,0.032258064516129,North America,2000
358,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0.25,Africa,1500
358,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0.25,Africa,1600
358,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0.1428571428571428,Africa,1700
381,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0.0714285714285714,South Asia,1400
381,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0.0625,South Asia,1500
381,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0.0625,South Asia,1600
383,0,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.0909090909090909,Europe,1200
383,0,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.1111111111111111,Europe,1300
383,0,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.1428571428571428,Europe,1400
383,0,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.0769230769230769,Europe,1500
383,0,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.0625,Europe,1600
383,0,0,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.0588235294117647,Europe,1700
390,1,0,-1,-1,-1,1,0,1,1,0,1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0.0625,Europe,1600
390,1,0,-1,-1,-1,1,0,1,1,0,1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0.0588235294117647,Europe,1700
390,1,0,-1,-1,-1,1,0,1,1,0,1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0.0476190476190476,Europe,1800
390,1,0,-1,-1,-1,1,0,1,1,0,1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0.0333333333333333,Europe,1900
390,1,0,-1,-1,-1,1,0,1,1,0,1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,0.0344827586206896,Europe,2000
392,-1,1,-1,-1,-1,1,1,1,-1,0,1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0.0625,South Asia,1600
392,-1,1,-1,-1,-1,1,1,1,-1,0,1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0.0666666666666666,South Asia,1700
400,-1,-1,1,-1,-1,1,0,1,1,0,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,0.0769230769230769,Southeast Asia,1900
400,-1,-1,1,-1,-1,1,0,1,1,0,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,0.0714285714285714,Southeast Asia,2000
415,-1,-1,-1,-1,1,1,0,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0.0434782608695652,South Asia,1900
415,-1,-1,-1,-1,1,1,0,1,-1,0,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0.0454545454545454,South Asia,2000
416,1,0,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.25,Central Eurasia,1800
416,1,0,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0.1428571428571428,Central Eurasia,1900
419,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0.0333333333333333,Europe,1900
419,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0.0344827586206896,Europe,2000
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.2,Africa,-500
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.1666666666666666,Africa,-400
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.125,Africa,-300
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.1428571428571428,Africa,-200
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.1428571428571428,Africa,-100
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.125,Africa,0
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.3333333333333333,Africa,-1500
422,-1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,0.3333333333333333,Africa,-1400
